,Function,Original Comment,Predicted comment
20,def allow ip port none proto 'tcp' direction 'in' port origin 'd' ip origin 's' ttl none comment '' ''' add an rule to csf allowed hosts see func access rule 1 add an ip cli example code block bash salt ' ' csf allow 127 0 0 1 salt ' ' csf allow 127 0 0 1 comment allow localhost ''' return access rule ip port port proto proto direction direction port origin port origin ip origin ip origin comment comment ,add an rule to csf allowed hosts see func access rule 1 add an ip cli example code block bash salt ' ' csf allow 127 0 0 1 salt ' ' csf allow 127 0 0 1 comment allow localhost , add an rule to csf rules see func access rule 1 add an ip cli example code block bash salt ' ' csf allow 127 0 0 1 comment allow to 10 0 0 1 comment optional false
21,def iter chunked self n int bytes returns an asynchronous iterator that yields chunks of size n python 3 5 available for python 3 5 only return lambda self read n ,returns an asynchronous iterator that yields chunks of size n python 3 5 available for python 3 5 only , returns an sarray iterator that yields chunks of size n python 3 5
22,def count self ids ngroups self grouper group info val self obj get values mask ids 1 isna val ids ensure platform int ids minlength ngroups or 0 out np bincount ids mask minlength minlength return series out index self grouper result index name self selection name dtype 'int64' ,compute count of group excluding missing values , returns a non readable number of non dtype ids
23,def self call host a call with its context set to a per host config debug r for host r format call host generate a custom that knows how to yield a connection in its make context specifically one to the host requested here clone call clone into todo using bag of attrs is but whatever i'll take it clone host host return clone ,a call with its context set to a per host config , a call with its context set to a per host config debug r for host r format call host generate a custom that holds how to yield a connection in its make context tuple to
24,def cursor up self stats if 0 self cursor position 1 self cursor position 1 else if self current page 1 0 self current page self page max 1 self cursor position len stats 1 self page max lines else self current page 1 self cursor position self page max lines 1 ,set the cursor to position n 1 in the list , returns a next next next in next
25,def obj some sources from apis return lowercased where as describe calls always return this function turns the former to the later if not isinstance obj dict return obj for k in list obj keys v obj pop k obj s s k 0 upper k 1 v if isinstance v dict v elif isinstance v list list map v return obj ,some sources from apis return lowercased where as describe calls always return this function turns the to the later , return return return return if as match calls always return this function
26,def expected gradients model data expected gradients if isinstance model keraswrap model model model explainer model data def f x phi explainer shap values x if type phi is list and len phi 1 return phi 0 else return phi return f ,expected gradients , compute training loss as one of training
27,def output json data code headers none settings current app config get 'restful json' if we're in debug mode and the indent is not set we set it to a reasonable value here note that this won't override any existing value that was set we also set the sort keys value if current app debug settings setdefault 'indent' 4 settings setdefault keys' not py3 always end the json dumps with a new line see https github com flask pull dumped dumps data settings n resp make response dumped code resp headers extend headers or return resp ,makes a flask response with a json encoded body , prepare current app config get calls code
28,def add all from dict self dictionary kwargs batch add function implementations to the library param dictionary a mapping from name to procedure class i e the first two arguments to add param kwargs any additional kwargs will be passed to the constructors of each procedure class for name procedure in dictionary items self add name procedure kwargs ,batch add function implementations to the library param dictionary a mapping from name to procedure class i e the first two arguments to add param kwargs any additional kwargs will be passed to the constructors of each procedure class , add function to a library param dictionary a mapping from name to nicely class i e g a first instruction to add param kwargs any additional kwargs will be passed to a example of each ansible class for name don't in dictionary items
29,def fg box logits self return tf gather self box logits self proposals fg name box ,returns x x 4 , returns a list of tuple of a tuple of size
30,def load files self ''' parse the files indicated in opts 'src' and load them into a python object for transport ''' files for fn in self opts 'src' if os path isfile fn files update self file dict fn elif os path isdir fn salt utils stringutils print cli fn ' is a directory only files are supported ' 'in non chunked mode use chunked command ' 'line argument ' sys exit 1 return files ,parse the files indicated in opts and load them into a python object for transport , parse a files
31,def add self split info if split info name in self raise valueerror split already present format split info name todo epot make sure this works with named splits correctly super self setitem split info name split info ,add the split info , add a new to a new string
32,def value self ''' return the counter value returns long the counter value ''' counter type value win32pdh self handle win32pdh fmt double self type counter type return value ,return the counter value returns long the counter value , return a set of all value returns long at counter value
33,def set retcode ret highstate none ''' set the return code based on the data back from the state system ''' set default retcode to 0 context 'retcode' 0 if isinstance ret list context 'retcode' 1 return if not salt utils state check result ret highstate highstate context 'retcode' 2 ,set the return code based on the data back from the state system , set a code based on this data back from a state system
34,def get model model ctx opt kwargs 'ctx' ctx opt use pretrained 'classes' classes if model startswith kwargs opt use thumbnail elif model startswith kwargs 'batch norm' opt batch norm net models get model model kwargs if opt resume net load parameters opt resume elif not opt use pretrained if model in 'alexnet' net initialize mx init normal else net initialize mx init xavier magnitude 2 net cast opt dtype return net ,model initialization , returns a model for training training
35,def impersonate sid sid session id none privs none ''' find an existing process token for the given sid and impersonate the token ''' for tok in enumerate tokens sid session id privs tok dup token tok token tok if win32security tok 0 raise windowserror impersonation failure pylint disable undefined variable return tok raise windowserror impersonation failure ,find an existing process token for the given sid and impersonate the token , find an existing process token for a given token and name
36,def policy error scope error data err path list error absolute path if err path 0 'policies' return error pdata data 'policies' err path 1 pdata get 'name' 'unknown' error message error on policy resource n format pdata get 'name' 'unknown' pdata get 'resource' 'unknown' error message return error ,scope a schema error to its policy name and resource , returns a json function for a json file
37,def qa util idx client 从数据库中查询 param idx 字符串 param client pymongo mongoclient类型 mongodb 数据库 从 qa util sql mongo setting 中 qa util sql mongo setting 获取 return str coll client quantaxis trade date temp str coll find one 'num' idx return temp str 'date' ,从数据库中查询 param idx 字符串 param client pymongo mongoclient类型 mongodb 数据库 从 qa util sql mongo setting 中 qa util sql mongo setting 获取 return str , param pd dropna param client libvirt 数据库 mongodb 数据库
38,def cast to a1 notation method decorator function casts wrapped arguments to a1 notation in range method calls wraps method def wrapper self args kwargs try if len args int args 0 convert to a1 notation range start rowcol to a1 args 2 range end rowcol to a1 args 2 range name ' ' join range start range end args range name args 4 except valueerror pass return method self args kwargs return wrapper ,decorator function casts wrapped arguments to a1 notation in range method calls , decorator function to convert notation in range method calls wraps method
39,def create repo line filename ''' create repo ''' repo if line startswith ' ' repo 'enabled' false line line 1 else repo 'enabled' true cols salt utils args shlex split line strip repo 'compressed' not cols 0 in 'src' repo 'name' cols 1 repo 'uri' cols 2 repo 'file' os path join opkg confdir filename if len cols 3 set repo options repo cols 3 return repo ,create repo , create repo
40,def allow port port proto 'tcp' direction 'both' ''' like allow ports but it will append to the existing entry instead of replacing it takes a single port instead of a list of ports cli example code block bash salt ' ' csf allow port 22 proto 'tcp' direction 'in' ''' ports get ports proto proto direction direction direction direction upper validate direction and proto direction proto directions build directions direction results for direction in directions ports ports direction ports append port results allow ports ports proto proto direction direction return results ,like allow ports but it will append to the existing entry instead of replacing it takes a single port instead of a list of ports cli example code block bash salt ' ' csf allow port 22 proto 'tcp' direction 'in' , like allow ports but it will append to using existing entry instead of a list of ports cli example code block bash salt ' ' csf allow port 22 proto direction direction direction direction direction direction direction direction direction direction direction direction direction direction direction direction direction direction another max in opts ports ports direction ports
41,def append self key item type union key str any appends a key item to the table if not isinstance item item item item item if not isinstance item whitespace comment if not item indent and len self value 0 item indent if item comment item comment self value append key item if isinstance key key key key key if key is not none super self setitem key item return self ,appends a key item to the table , appends a key item to a table if not
42,def buy open id or ins amount price none style none param id or ins 下单标的物 type id or ins class instrument object str list class instrument list str param int amount 下单手数 param float price 下单价格，默认为none，表示 class marketorder 此参数主要用于简化 style 参数。 param style 下单类型 默认是市价单。目前支持的订单类型有 class limitorder 和 class marketorder type style orderstyle object return class order object none example code block python buy open amount 2 price return order id or ins amount side buy position effect open cal style price style ,param id or ins 下单标的物 type id or ins class instrument object str list class instrument list str param int amount 下单手数 param float price 下单价格，默认为none，表示 class marketorder 此参数主要用于简化 style 参数。 param style 下单类型 默认是市价单。目前支持的订单类型有 class limitorder 和 class marketorder type style orderstyle object return class order object none example code block python open amount 2 price , param id or return
43,def list nodes full mask 'mask id ' call none ''' return a list of the vms that are on the provider ''' if call 'action' raise saltcloudsystemexit 'the list nodes full function must be called with f or function ' ret conn get conn service 'softlayer account' response conn for node id in response hostname node id 'hostname' ret hostname node id utils 'cloud cache node list' ret active provider name split ' ' 0 opts return ret ,return a list of the vms that are on the provider , return a list of my vms that are on a provider
44,def inspect swarm self retrieve low level information about the current swarm returns a dictionary containing data about the swarm raises py class docker errors apierror if the server returns an error url self url ' swarm' return self result self get url true ,retrieve low level information about the current swarm returns a dictionary containing data about the swarm raises py class docker errors apierror if the server returns an error , retrieve low level information about this current storage returns a dictionary containing data about this instance raises docker errors apierror if if a server raises valueerror
45,def autoencoder discrete cifar hparams autoencoder ordered discrete hparams bottleneck noise 0 0 hparams bottleneck bits 90 hparams num hidden layers 2 hparams hidden size 256 hparams num residual layers 4 hparams batch size 32 hparams learning rate constant 1 0 return hparams ,discrete autoencoder model for compressing cifar , hparams for training asr model with librispeech v1
46,def self returns the default number of partitions to use during reduce tasks e g groupby if spark default parallelism is set then we'll use the value from sparkcontext defaultparallelism otherwise we'll use the number of partitions in this rdd this mirrors the behavior of the scala partitioner intended to reduce the likelihood of once pyspark partitioner based apis this behavior will be if self ctx conf contains spark default parallelism return self ctx defaultparallelism else return self getnumpartitions ,returns the default number of partitions to use during reduce tasks e g groupby if spark default parallelism is set then we'll use the value from sparkcontext otherwise we'll use the number of partitions in this rdd this mirrors the behavior of the scala partitioner intended to reduce the likelihood of once pyspark partitioner based apis this behavior will be , returns a default number of partitions to use during reduce tasks e g sc parallelize if spark default sort is set then return a value of partitions in this rdd this is a behavior to consume a of value in this rdd this is a behavior
47,def mount self path mount add a mountpoint to the filesystem self mountpoints self join chunks self normalize path path mount ,add a mountpoint to the filesystem , add a delta to a file
48,def recall self label none returns recall or recall for a given label category if specified if label is none return self call recall else return self call recall float label ,returns recall or recall for a given label category if specified , returns a recall or recall for a given label category if specified
49,def format grammar string grammar dictionary dict str list str str formats a dictionary of production rules into the string format expected by the grammar class grammar string ' n' join f nonterminal ' ' join right hand side for nonterminal right hand side in grammar dictionary items return grammar string replace ,formats a dictionary of production rules into the string format expected by the grammar class , formats a dictionary of my rules into a string of my rules expected by a string format expected by
50,def project create auth none kwargs ''' create a project cli example code block bash salt ' ' keystoneng project create name project1 salt ' ' keystoneng project create name project2 domain id b62e76fbeeff4e8fb77073f591cf211e salt ' ' keystoneng project create name enabled false description 'my ''' cloud get openstack cloud auth kwargs clean kwargs keep name true kwargs return cloud create project kwargs ,create a project cli example code block bash salt ' ' keystoneng project create name project1 salt ' ' keystoneng project create name project2 domain id b62e76fbeeff4e8fb77073f591cf211e salt ' ' keystoneng project create name enabled false description 'my , create a project cli example code block bash salt ' ' keystoneng project create name project1 salt ' ' keystoneng project create name project1 domain id b62e76fbeeff4e8fb77073f591cf211e salt ' ' keystoneng project create name enabled false description 'my
51,def rowcount self index qmodelindex   if self total rows self rows loaded  return self total rows else  return self rows loaded ,array row number , select  column number
52,def token sort ratio s1 s2 force ascii true full process true return a measure of the sequences' similarity between 0 and 100 but sorting the token before comparing return token sort s1 s2 partial false force ascii force ascii full process full process ,return a measure of the sequences' similarity between 0 and 100 but sorting the token before comparing , return a measure of my hyper similarity between 0 and 100 but sorting this token before comparing return token sort
53,def mark obj map class map sequence class sequence ''' convert obj into an aggregate instance ''' if isinstance obj aggregate return obj if isinstance obj dict return map class obj if isinstance obj list tuple set return sequence class obj else return sequence class obj ,convert obj into an aggregate instance , convert obj into an aggregate instance
54,def daemonize if opts ''' daemonize a module function process if multiprocessing is true and the process is not being called by salt call ''' if 'salt call' in sys argv 0 return if not opts get true return if sys platform startswith return daemonize false ,a module function process if multiprocessing is true and the process is not being called by salt call , instantiate a module function process if self is true and then process is call
55,def copy param exe new param none if new param is none new param k nd empty v shape ctx mx cpu for k v in exe arg dict items for k v in new param items exe arg dict k copyto v return new param ,create copy of parameters , if new param is none new param k
56,def is defined self objtxt force import false if self reading return wait loop qeventloop self sig got reply connect wait loop quit self silent exec method get ipython kernel is defined ' s' force import s objtxt force import wait loop exec remove loop connection and loop self sig got reply disconnect wait loop quit wait loop none return self kernel reply ,return true if object is defined , is a non dashboard
57,def image self the image of the container image id self attrs get 'imageid' self attrs 'image' if image id is none return none return self client images get image id split ' ' 1 ,the image of the container , if image of a container image id
58,def rfcformat dt localtime false return the rfc822 formatted representation of a datetime object param datetime dt the datetime param bool localtime if true return the date relative to the local timezone instead of utc displaying the proper offset e g sun 10 nov 2013 08 23 45 if not localtime return formatdate timegm dt utctimetuple else return local rfcformat dt ,return the rfc822 formatted representation of a datetime object param datetime dt the datetime param bool if true return the date relative to the local timezone instead of utc displaying the proper offset e g sun 10 nov 08 23 45 , return a set of non representation of a datetime object param datetime dt to datetime
59,def create script fname   text os linesep join coding utf 8  try  encoding write to text string text fname 'utf 8'  except environmenterror as error  qmessagebox critical save error  b unable to save file ' s' b  br br error message br s  osp basename fname str error ,create a new python script , create a line of text to a file
60,def data transforms mnist args mnist mean none mnist std none data transforms for mnist dataset if mnist mean is none mnist mean 0 5 if mnist std is none mnist std 0 5 train transform transforms compose transforms 28 padding 4 transforms transforms totensor transforms normalize mnist mean mnist std if args cutout train transform transforms append cutout args cutout length valid transform transforms compose transforms totensor transforms normalize mnist mean mnist std return train transform valid transform ,data transforms for mnist dataset , load mean mean none saved padding from src dataset
61,def set sequence to default self   sequence conf get default  'shortcuts' format self context self name  self qsequences sequence split ' '  self update warning ,set the new sequence to the default value defined in the config , set default values
62,def rlmb base stochastic discrete hparams rlmb base hparams generative model next frame basic stochastic discrete hparams generative model params next frame basic stochastic discrete hparams resize height factor 1 hparams resize width factor 1 return hparams ,base setting with stochastic discrete model , base setting with stochastic stochastic model for long training
63,def delete key service none profile none pylint disable w0613 ''' get a value from the cache service ''' key profile parse key key profile cache salt cache cache opts try cache flush profile 'bank' key key return true except exception return false ,get a value from the cache service , get a value from a using a set of value
64,def get jids ''' return a list of all job ids ''' cb get connection verify views ret for result in cb query design name 'jids' include docs true ret result key format jid instance result key result doc value 'load' return ret ,return a list of all job ids , return a list of all job ids
65,def replaced stream stream name context manager to temporarily swap out stream name with a stream wrapper param str stream name the name of a sys stream to wrap returns a streamwrapper replacement temporarily orig stdout sys stdout with replaced stream stdout as stdout sys stdout write hello assert stdout getvalue hello sys stdout write hello 'hello' orig stream getattr sys stream name new stream six stringio try setattr sys stream name new stream yield getattr sys stream name finally setattr sys stream name orig stream ,context manager to temporarily swap out stream name with a stream wrapper param str stream name the name of a sys stream to wrap returns a replacement temporarily orig stdout sys stdout with replaced stream stdout as stdout sys stdout write hello assert stdout hello sys stdout write hello , helper manager to temporarily
66,def name self gets name string from the symbol this function only works for non grouped symbol returns value str the name of this symbol returns none for grouped symbol ret ctypes c char p success ctypes c int check call lib self handle ctypes byref ret ctypes byref success if success value 0 return py str ret value else return none ,gets name string from the symbol this function only works for non grouped symbol returns value str the name of this symbol returns none for grouped symbol , gets name string from a file this function only works for non grouped symbol returns value str
67,def init weights self module initialize the weights if isinstance module nn linear nn embedding slightly different from the tf version which uses truncated normal for initialization cf https github com pytorch pytorch pull module weight data normal mean 0 0 std self config initializer range elif isinstance module layernorm module bias data zero module weight data fill 1 0 if isinstance module nn linear and module bias is not none module bias data zero ,initialize the weights , initialize a module using executing init if necessary
68,def path cls project location return google api core path template expand projects project locations location project project location location ,return a fully qualified string , return a fully qualified string string
69,def create ustar header self info encoding errors return the object as a ustar header block info magic posix magic if len info linkname length link raise valueerror linkname is too long if len info name length name info prefix info name self posix split name info name return self create header info ustar format encoding errors ,return the object as a header block , return a object as a abstract header block info
70,def replace self text pattern none  replace selected text by text  if pattern is not none replacing selected text using expression text substitution  cursor self textcursor  cursor  if pattern is not none  to text string cursor selectedtext  cursor removeselectedtext  if pattern is not none  text re sub to text string pattern  to text string text to text string  cursor inserttext text  cursor ,replace selected text by text  if pattern is not none replacing selected text using expression text substitution , replace selected text by text  if pattern is not none
71,def get shell self   return shell which is currently bound to help  or another running shell if it has been  if not hasattr self shell 'get doc' or hasattr self shell 'is running' and not self shell is running  self shell none if self main ipyconsole is not none  shell self main ipyconsole get current shellwidget  if shell is not none and shell kernel client is not none  self shell shell if self shell is none  self shell self internal shell return self shell ,return shell which is currently bound to help  or another running shell if it has been terminated , return shell which is currently bound to ipython  or another running shell if it has been
72,def sig key key date stamp ''' get a signature key see http docs aws amazon com general latest gr signature v4 examples html signature v4 examples python ''' sign key encode 'utf 8' date stamp if sign sign else sign sign request' return ,get a signature key see http docs aws amazon com general latest gr signature v4 examples html signature v4 examples python , get a signature key see http docs aws amazon com general latest metrics examples examples html signature examples examples python
73,def make vertical box cls children layout layout duplicates false make a vertical box with children and layout if not duplicates return widgets vbox children layout layout else return widgets vbox children 0 children 2 layout layout ,make a vertical box with children and layout , make a keyboard box with children and layout
74,def self redirect url returns the url to redirect the user to for user p properties p master self master clientid yield p render self clientid oauth params 'redirect uri' self 'client id' clientid 'response type' 'code' if redirect url is not none oauth params 'state' urlencode dict redirect redirect url oauth params update self sorted oauth params sorted oauth params items key lambda val val 0 return s s self urlencode sorted oauth params ,returns the url to redirect the user to for user , returns a url url to redirect a json of user
75,def paintevent self event if self isvisible and self position self position floating fill background self background qbrush qcolor self editor sideareas color self foreground qpen qcolor self palette color painter qpainter self painter event rect self background ,fills the panel background using , override qt method
76,def blkid output out fs type none ''' parse blkid output ''' flt lambda data el for el in data if el strip data for dev meta in flt out split ' n n' dev for items in flt dev meta strip split ' n' key val items split ' ' 1 dev key lower val if fs type and dev get 'type' '' fs type or not fs type if 'type' in dev and fs type dev pop 'type' data dev pop 'devname' dev if fs type mounts get mounts fs type for device in six iterkeys mounts if data get device data device 'mounts' mounts device return data ,parse output , parse from output output
77,def update host name data api opts ''' update host record this is a helper call to update object find a hosts ref then call update object with the record data cli example code block bash salt call infoblox update host name fqdn data ''' o get host name name api opts return update object objref o ' ref' data data api opts ,update host record this is a helper call to update object find a hosts ref then call update object with the record data cli example code block bash salt call infoblox update host name fqdn data , update host record this is a helper call to update object find a hosts ref then call update object with a host name fqdn data
78,def increment self amount 1 increments the counter by the given amount param amount the amount to increment by default 1 return the value of the counter self lock acquire self count amount v self value self lock release return v ,increments the counter by the given amount param amount the amount to increment by default 1 return the value of the counter , put a 1 from a amount of to default 1
79,def close self ''' routines to handle any cleanup before the instance shuts down sockets and filehandles should be closed explicitly to prevent leaks ''' if self closing return self closing true if hasattr self sock 'close' self sock close ,routines to handle any cleanup before the instance shuts down sockets and filehandles should be closed explicitly to prevent leaks , closes to handle any cleanup before this instance down down and args should be closed explicitly to prevent away
80,def parent text slot none shortcut none icon none tip none false enabled true a qaction text parent if icon is not none a seticon newicon icon if shortcut is not none if isinstance shortcut list tuple a shortcut else a setshortcut shortcut if tip is not none a settooltip tip a tip if slot is not none a triggered connect slot if a true a setenabled enabled return a ,create a new action and assign callbacks shortcuts etc , ensures true if parent src is not none a fake phase loading
81,def import and handle deprecation of with warnings catch warnings record true as w warnings simplefilter always try import as sns if w and issubclass w 1 category userwarning and module in str w 1 message raise importerror except importerror import as sns finally warnings return sns ,import and handle deprecation of module , handle a single input argument to a string
82,def encode example self bbox validate the coordinates for coordinate in bbox if not isinstance coordinate float raise valueerror coordinates should be float got ' format bbox if not 0 0 coordinate 1 0 raise valueerror coordinates should be between 0 and 1 got ' format bbox if bbox xmax bbox xmin or bbox ymax bbox ymin raise valueerror coordinates should have min max got ' format bbox return super self encode example bbox ymin bbox xmin bbox ymax bbox xmax ,see base class for details , validate a batch given a given string
83,async def delete self reason none coro deletes the role you must have the attr permissions manage roles permission to use this parameters reason optional class str the reason for deleting this role shows up on the audit log raises forbidden you do not have permissions to delete the role httpexception deleting the role failed await self state http delete role self guild id self id reason reason ,coro deletes the role you must have the attr permissions manage roles permission to use this parameters reason optional class str the reason for deleting this role shows up on the audit log raises forbidden you do not have permissions to delete the role httpexception deleting the role failed , coro deletes a role to this parameters reason optional permission to use this parameters reason optional class str str str
84,def get mnist np random seed 1234 set seed for deterministic ordering mnist data mx test utils get mnist x np concatenate mnist data 'train data' mnist data 'test data' y np concatenate mnist data 'train label' mnist data 'test label' p np random permutation x shape 0 x x p reshape x shape 0 1 astype np float32 5 y y p return x y ,gets mnist dataset , returns a random letter between a z
85,def save load jid clear load minions none ''' write load to all returners in multi returner ''' for returner in opts config key mminion returners ' 0 save load' format returner jid clear load ,write load to all returners in multi returner , write load to all returners in multi code
86,def find common roots paths paths x split os path sep for x in paths root for chunks in sorted paths key len reverse true node root for chunk in chunks node node setdefault chunk node clear rv set def walk node path for prefix child in iteritems node walk child path prefix if not node rv add join path walk root return rv ,out of some paths it finds the common roots that need monitoring , find a list of files in a given path
87,def apply patch self filename arch build dir none apply a patch from the current recipe directory into the current build directory versionchanged 0 6 0 add ability to apply patch from any dir via kwarg build dir ''' info applying patch format filename build dir build dir if build dir else self get build dir arch filename join self get recipe dir filename shprint sh patch t d build dir p1 i filename tail 10 ,apply a patch from the current recipe directory into the current build directory versionchanged 0 6 0 add ability to apply patch from any dir via kwarg build dir ''' , apply a timer from a current build directory
88,def residual block x hparams k hparams kernel height hparams kernel width dilations and kernels 1 1 k for in range 3 y common layers subseparable conv block x hparams hidden size dilations and kernels padding same separability 0 name residual block x common layers layer norm x y hparams hidden size name lnorm return tf nn dropout x 1 0 hparams dropout ,a stack of convolution blocks with residual connection , small parameters
89,def show socket default socket url ''' show haproxy socket haproxy stats socket default var run haproxy sock cli example code block bash salt ' ' haproxy show ''' ha conn get conn socket ha cmd haproxy cmds return ha conn sendcmd ha cmd ,show haproxy socket haproxy stats socket default var run haproxy sock cli example code block bash salt ' ' haproxy show , show plugin socket is stats var default var run run pid cli example code block bash salt ' ' riak show
90,def server show server id profile none kwargs ''' return detailed information for an active server cli example code block bash salt ' ' nova server show server id ''' conn auth profile kwargs return conn server show server id ,return detailed information for an active server cli example code block bash salt ' ' nova server show server id , return mongodb information for an active server cli example code block bash salt ' ' nova server show server id
